session_id,subject_id,time_ms,dx,dy
session_003,candidate_09,40167.8,-0.863281,1.14062
session_003,candidate_09,40184.4,-1.20312,1.50781
session_003,candidate_09,40217.9,-4.54297,6.42578
session_003,candidate_09,40234.4,-2.21875,2.92188
session_003,candidate_09,40267.8,-5.66016,6.77734
session_003,candidate_09,40284.5,-2.58984,2.58203
session_003,candidate_09,40301.3,-1.56641,1.55859
session_003,candidate_09,40317.8,-1.51562,0.597656
session_003,candidate_09,40351.1,-1.62109,0.542969
session_003,candidate_09,40367.8,-0.523438,0
session_003,candidate_09,40384.1,-0.519531,0
session_003,candidate_09,40401.1,-0.523438,0
session_003,candidate_09,40417.7,-0.835938,0
session_003,candidate_09,40434.3,-0.835938,0
session_003,candidate_09,40451,-0.835938,-0.261719
session_003,candidate_09,40467.7,-1.51562,-0.316406
session_003,candidate_09,40484.3,-1.51562,0
session_003,candidate_09,40501,-1.88281,0
session_003,candidate_09,40517.7,-1.51562,0
session_003,candidate_09,40534.4,-1.14453,0
session_003,candidate_09,40550.7,-1.14844,0
session_003,candidate_09,40567.7,-1.14844,0
session_003,candidate_09,40601.2,-2.66406,0
session_003,candidate_09,40633.5,-2.66406,-0.289062
session_003,candidate_09,40650.2,-1.51562,0
session_003,candidate_09,40667.7,-1.14453,0
session_003,candidate_09,40684.4,-1.51562,-0.316406
session_003,candidate_09,40701.1,-1.51562,-0.289062
session_003,candidate_09,40717.7,-0.835938,0
session_003,candidate_09,40734.5,-0.261719,-0.261719
session_003,candidate_09,40767.8,-0.246094,-0.507812
session_003,candidate_09,40784.4,0,-1.09766
session_003,candidate_09,40801.1,0,-1.14844
session_003,candidate_09,40817.8,0.570312,-1.14844
session_003,candidate_09,40851.1,2.73047,-2.74609
session_003,candidate_09,40867.8,1.14062,-0.863281
session_003,candidate_09,40884.2,1.14062,-1.14844
session_003,candidate_09,40901.2,1.13281,-0.574219
session_003,candidate_09,40933.5,3.01562,-2.09375
session_003,candidate_09,40950.2,1.50781,-0.890625
session_003,candidate_09,40967.8,1.14062,-1.14844
session_003,candidate_09,40984.4,1.59375,-1.60156
session_003,candidate_09,41017.8,2.64453,-2.0625
session_003,candidate_09,41034.6,0.824219,-0.546875
session_003,candidate_09,41051.2,0.515625,-0.523438
session_003,candidate_09,41084.4,0.511719,-0.246094
session_003,candidate_09,41117.7,0.238281,0
session_003,candidate_09,41134.4,0.242188,0
session_003,candidate_09,41151.1,0.5,-0.246094
session_003,candidate_09,41167.7,0.515625,-0.261719
session_003,candidate_09,41184.4,1.14062,0
session_003,candidate_09,41201.1,1.50391,-0.289062
session_003,candidate_09,41234.4,4.68359,-0.316406
session_003,candidate_09,41251,1.50781,0
session_003,candidate_09,41267.3,1.14062,0
session_003,candidate_09,41284.5,0.828125,0
session_003,candidate_09,41301.1,0.511719,0
session_003,candidate_09,41334.4,1.03125,1.03125
session_003,candidate_09,41351.1,0.257812,0.515625
session_003,candidate_09,41367.7,0.515625,0.515625
session_003,candidate_09,41384.1,0.253906,0.257812
session_003,candidate_09,41401.1,0.257812,0.257812
session_003,candidate_09,41417.7,0.257812,0
session_003,candidate_09,41450.6,0,0.742188
session_003,candidate_09,41467.8,0,0.257812
session_003,candidate_09,41484.3,0,0.242188
session_003,candidate_09,41501.1,0,0.242188
session_003,candidate_09,41517.8,0,0.242188
session_003,candidate_09,41534.5,0,0.5
session_003,candidate_09,41551.1,0,0.242188
session_003,candidate_09,41567.8,0,0.242188
session_003,candidate_09,41584.5,0,0.242188
session_003,candidate_09,41601.2,0,0.242188
session_003,candidate_09,41617.8,0,0.257812
session_003,candidate_09,41634.6,-0.246094,0.242188
session_003,candidate_09,41651.4,-0.246094,0
session_003,candidate_09,41701.2,-0.488281,0.253906
session_003,candidate_09,41718,0,0.234375
session_003,candidate_09,41751.4,0,0.238281
session_003,candidate_09,41767.7,-0.246094,0.257812
session_003,candidate_09,41784.8,-0.246094,0
session_003,candidate_09,41801.2,-0.261719,0.253906
session_003,candidate_09,41817.8,-0.246094,0
session_003,candidate_09,41851.2,-0.242188,0
session_003,candidate_09,41917.9,0,-0.476562
session_003,candidate_09,41934.5,0,-0.835938
session_003,candidate_09,41951.3,0,-1.14844
session_003,candidate_09,41983.6,0,-1.66797
session_003,candidate_09,42000.1,0,-0.519531
session_003,candidate_09,42017,-0.261719,-0.523438
session_003,candidate_09,42034.6,-0.523438,-0.523438
session_003,candidate_09,42051,-0.261719,-0.261719
session_003,candidate_09,42067.9,-0.261719,-0.523438
session_003,candidate_09,42084.5,-0.523438,-0.261719
session_003,candidate_09,42101.2,-0.523438,0
session_003,candidate_09,42117.9,-0.523438,-0.261719
session_003,candidate_09,42134.7,-0.78125,0
session_003,candidate_09,42168,-0.769531,0
session_003,candidate_09,42184.5,-0.523438,0
session_003,candidate_09,42201,-0.261719,0
session_003,candidate_09,42217.8,-0.246094,0.5
session_003,candidate_09,42234.4,0,0.257812
session_003,candidate_09,42251.1,-0.261719,0.773438
session_003,candidate_09,42283.9,-0.257812,1.02734
session_003,candidate_09,42301.2,-0.261719,0.515625
session_003,candidate_09,42317.9,-0.523438,0.257812
session_003,candidate_09,42334.5,-0.246094,0.242188
session_003,candidate_09,42351.1,-0.523438,0.257812
session_003,candidate_09,42367.5,-0.246094,0
session_003,candidate_09,42384.4,-0.523438,0
session_003,candidate_09,42401.3,-0.261719,0
session_003,candidate_09,42417.8,-0.246094,0
session_003,candidate_09,42818.1,0.460938,0
session_003,candidate_09,42834.8,1.50781,0
session_003,candidate_09,42851.3,1.50781,0
session_003,candidate_09,42868.4,2.30078,0.652344
session_003,candidate_09,42901.3,3.75,1.25
session_003,candidate_09,42918,2.29688,0.964844
session_003,candidate_09,42934.7,1.875,1.25
session_003,candidate_09,42951.3,1.50781,0.882812
session_003,candidate_09,42968.2,1.82422,1.21484
session_003,candidate_09,42984.6,1.14062,0.855469
session_003,candidate_09,43017.3,2.64844,2.33594
session_003,candidate_09,43034.6,1.14062,1.14062
session_003,candidate_09,43051.2,0.882812,1.50781
session_003,candidate_09,43067.9,1.50781,2.44531
session_003,candidate_09,43084.5,0.59375,1.50391
session_003,candidate_09,43101.4,0.621094,1.86719
session_003,candidate_09,43117.9,0.570312,1.14062
session_003,candidate_09,43150.2,1.14062,2.33594
session_003,candidate_09,43168,0.539062,0.824219
session_003,candidate_09,43184.5,0.539062,0.824219
session_003,candidate_09,43201.1,0.828125,0.828125
session_003,candidate_09,43234.5,1.99219,1.70703
session_003,candidate_09,43267.6,2.64844,1.45312
session_003,candidate_09,43283.6,0.570312,0.285156
session_003,candidate_09,43301.1,2.07422,1.16406
session_003,candidate_09,43317.7,1.50781,0.910156
session_003,candidate_09,43334.5,1.5,0.59375
session_003,candidate_09,43351.2,1.14062,0.855469
session_003,candidate_09,43367.7,1.14062,0.570312
session_003,candidate_09,43384.4,1.13672,0.28125
session_003,candidate_09,43401.1,0.515625,0.257812
session_003,candidate_09,43417.8,0.515625,0
session_003,candidate_09,43434.5,0.515625,0.257812
session_003,candidate_09,43450.5,0.242188,0
session_003,candidate_09,43517.8,0,-0.496094
session_003,candidate_09,43551.2,0,-1.97656
session_003,candidate_09,43583.7,0.570312,-2.29688
session_003,candidate_09,43601,0.285156,-1.14453
session_003,candidate_09,43617.9,0.515625,-0.523438
session_003,candidate_09,43634.6,0.851562,-0.859375
session_003,candidate_09,43651.1,1.50781,-0.917969
session_003,candidate_09,43667.8,1.875,-0.945312
session_003,candidate_09,43684.4,1.87109,-0.941406
session_003,candidate_09,43701.1,1.50781,-0.605469
session_003,candidate_09,43717.9,1.50781,-0.605469
session_003,candidate_09,43734.5,0.824219,-0.289062
session_003,candidate_09,43751.2,0.828125,-0.289062
session_003,candidate_09,43767.8,0.828125,0
session_003,candidate_09,43784.4,0.515625,0
session_003,candidate_09,43801.2,0.257812,0
session_003,candidate_09,43817.8,0.242188,0
session_003,candidate_09,43851.1,0.234375,0
session_003,candidate_09,43900.3,0.234375,0
session_003,candidate_09,43967.2,0,-0.234375
session_003,candidate_09,43984.7,0,-0.78125
session_003,candidate_09,44001.3,0,-0.519531
session_003,candidate_09,44017.4,-1.14844,-0.863281
session_003,candidate_09,44034.6,-1.14844,-0.863281
session_003,candidate_09,44051.4,-1.51172,-0.914062
session_003,candidate_09,44068,-1.51562,-0.605469
session_003,candidate_09,44084.4,-1.14844,-0.578125
session_003,candidate_09,44101.2,-1.14844,-0.863281
session_003,candidate_09,44133.6,-1.38672,-1.38672
session_003,candidate_09,44151.2,-0.546875,-0.832031
session_003,candidate_09,44167.9,-0.261719,-0.523438
session_003,candidate_09,44184.5,-0.261719,-0.261719
session_003,candidate_09,44201.4,-0.261719,0
session_003,candidate_09,44217.9,-0.261719,-0.246094
session_003,candidate_09,44251.3,-0.242188,-0.242188
session_003,candidate_09,44267.9,-0.246094,-0.261719
session_003,candidate_09,44284.6,-0.261719,0
session_003,candidate_09,44301.2,0,-0.246094
session_003,candidate_09,44317.9,-0.246094,0
session_003,candidate_09,44384.5,-0.234375,0
session_003,candidate_09,44417.8,-0.238281,0
session_003,candidate_09,44434.7,-0.246094,-0.261719
session_003,candidate_09,44451.2,-0.523438,-0.261719
session_003,candidate_09,44468,-0.835938,-0.550781
session_003,candidate_09,44484.6,-1.14844,-0.863281
session_003,candidate_09,44501.2,-1.51562,-1.20312
session_003,candidate_09,44518,-1.88281,-0.945312
session_003,candidate_09,44534.9,-1.14453,-0.859375
session_003,candidate_09,44551.2,-0.835938,-0.550781
session_003,candidate_09,44567.9,-0.519531,-0.261719
session_003,candidate_09,44651.4,0.46875,0
session_003,candidate_09,44667.8,0.828125,0
session_003,candidate_09,44684.6,1.13672,0.566406
session_003,candidate_09,44701.3,1.14062,0.570312
session_003,candidate_09,44717.9,0.851562,1.13672
session_003,candidate_09,44734.7,0.855469,0.855469
session_003,candidate_09,44768,1.05859,1.34375
session_003,candidate_09,44801.3,0.773438,1.03125
session_003,candidate_09,44818,0.257812,0.515625
session_003,candidate_09,44851.3,0.257812,1.03125
session_003,candidate_09,44867.9,0.257812,0.773438
session_003,candidate_09,44884.6,0.257812,0.515625
session_003,candidate_09,44901.3,0.257812,0.515625
session_003,candidate_09,44917.9,0.257812,0.257812
session_003,candidate_09,44934.7,0.257812,0
session_003,candidate_09,44951.2,0.238281,0.238281
session_003,candidate_09,44984.6,0.234375,0
session_003,candidate_09,45034.6,0.234375,0
session_003,candidate_09,45067.1,0,-0.5
session_003,candidate_09,45084.3,0.285156,-0.832031
session_003,candidate_09,45101.3,0,-1.14844
session_003,candidate_09,45133.7,0.28125,-2.66016
session_003,candidate_09,45151.2,0.285156,-1.14844
session_003,candidate_09,45168,0,-1.51562
session_003,candidate_09,45184.6,0,-1.14453
session_003,candidate_09,45218,0,-1.72266
session_003,candidate_09,45234.7,-0.804688,-1.08984
session_003,candidate_09,45266.9,-0.785156,-1.09766
session_003,candidate_09,45284.6,0,-0.261719
session_003,candidate_09,45317.8,-0.261719,-0.765625
session_003,candidate_09,45350.4,0,-0.238281
session_003,candidate_09,45384.2,0,-0.238281
session_003,candidate_09,45416.9,0.492188,-0.5
session_003,candidate_09,45434.5,0.542969,-0.574219
session_003,candidate_09,45451.2,0.828125,-0.835938
session_003,candidate_09,45467.9,0.566406,-1.14453
session_003,candidate_09,45501.3,1.34375,-1.35938
session_003,candidate_09,45517.8,0,-0.519531
session_003,candidate_09,45534.6,0,-0.261719
session_003,candidate_09,45551.2,0,-0.242188
session_003,candidate_09,45567.3,0.242188,0
session_003,candidate_09,45601.2,0.496094,0
session_003,candidate_09,45618,0.242188,-0.246094
session_003,candidate_09,45634.7,0.515625,0
session_003,candidate_09,45651.3,0.828125,-0.550781
session_003,candidate_09,45668,1.14062,-1.14844
session_003,candidate_09,45684.7,1.14062,-1.14844
session_003,candidate_09,45700.9,0.828125,-0.835938
session_003,candidate_09,45717.2,0.855469,-0.863281
session_003,candidate_09,45733.6,0.515625,-0.261719
session_003,candidate_09,45751.2,0.515625,-0.261719
session_003,candidate_09,45768,0.257812,-0.261719
session_003,candidate_09,45784.7,0.242188,0
session_003,candidate_09,45801.3,0.242188,0
session_003,candidate_09,45818,0.484375,0
session_003,candidate_09,45834.7,0.515625,-0.261719
session_003,candidate_09,45851.3,0.824219,-0.257812
session_003,candidate_09,45868.1,1.14062,-0.289062
session_003,candidate_09,45901.3,2.64453,-1.49219
session_003,candidate_09,45917.9,0.828125,-0.550781
session_003,candidate_09,45934.6,0.515625,-0.261719
session_003,candidate_09,45951.2,0.511719,-0.519531
session_003,candidate_09,45968,0.257812,-0.523438
session_003,candidate_09,45984.6,0,-0.246094
session_003,candidate_09,46001.3,0.257812,0
session_003,candidate_09,46018,0,-0.246094
session_003,candidate_09,46051.4,0,-0.238281
session_003,candidate_09,46068.1,0,-0.246094
session_003,candidate_09,46084.8,0,-0.246094
session_003,candidate_09,46101.4,0,-0.246094
session_003,candidate_09,46118.1,0,-0.242188
session_003,candidate_09,46151.3,0,-0.242188
session_003,candidate_09,46183.9,0.257812,-0.238281
session_003,candidate_09,46201.4,0.242188,0
session_003,candidate_09,46217.9,0.253906,-0.261719
session_003,candidate_09,46234.7,0.515625,-0.523438
session_003,candidate_09,46251.5,0.800781,-0.835938
session_003,candidate_09,46268.1,1.50781,-0.917969
session_003,candidate_09,46301.2,2.64844,-2.03906
session_003,candidate_09,46317.9,1.50781,-1.20312
session_003,candidate_09,46334.5,1.50781,-1.20312
session_003,candidate_09,46351.2,1.14062,-0.863281
session_003,candidate_09,46367.8,0.828125,-0.835938
session_003,candidate_09,46384.5,0.515625,-0.523438
session_003,candidate_09,46401.1,0.515625,-0.261719
session_003,candidate_09,46417.9,0.515625,-0.261719
session_003,candidate_09,46450.2,0.234375,0
session_003,candidate_09,46518,0.230469,0
session_003,candidate_09,46584,0,0.230469
session_003,candidate_09,46601.3,0,0.515625
session_003,candidate_09,46617.9,0,0.515625
session_003,candidate_09,46634.7,-0.261719,0.511719
session_003,candidate_09,46651.4,-0.261719,0.828125
session_003,candidate_09,46668.1,-0.550781,0.828125
session_003,candidate_09,46684.8,-0.835938,0.542969
session_003,candidate_09,46717.9,-1.67188,1.9375
session_003,candidate_09,46734.7,-0.835938,0.542969
session_003,candidate_09,46751.3,-0.835938,0.257812
session_003,candidate_09,46767.9,-0.523438,0.257812
session_003,candidate_09,46784.6,-0.519531,0
session_003,candidate_09,46801.3,-0.835938,0
session_003,candidate_09,46818,-0.523438,0
session_003,candidate_09,46834.7,-0.257812,0.253906
session_003,candidate_09,46868,-0.503906,0.496094
session_003,candidate_09,46884.6,0,0.515625
session_003,candidate_09,46918,0,0.753906
session_003,candidate_09,46934.6,0,0.515625
session_003,candidate_09,46968,0,1.33984
session_003,candidate_09,47001.3,0.257812,1.03125
session_003,candidate_09,47017.9,0,0.515625
session_003,candidate_09,47034.6,0,0.257812
session_003,candidate_09,47051.2,0.242188,0.257812
session_003,candidate_09,47067.9,0.242188,0.242188
session_003,candidate_09,47083.9,0.242188,0.242188
session_003,candidate_09,47101.4,0.257812,0.515625
session_003,candidate_09,47118,0.566406,1.13672
session_003,candidate_09,47134.8,0.542969,1.39844
session_003,candidate_09,47151.3,0.257812,0.828125
session_003,candidate_09,47168.1,0.257812,0.515625
session_003,candidate_09,47184.6,0.242188,0
session_003,candidate_09,47201.2,0.515625,0
session_003,candidate_09,47218,0.242188,0
session_003,candidate_09,47234.7,0.515625,-0.523438
session_003,candidate_09,47251.2,0.515625,-0.523438
session_003,candidate_09,47267.8,0.515625,-0.523438
session_003,candidate_09,47284.5,0.515625,0
session_003,candidate_09,47301.2,1.14062,0
session_003,candidate_09,47317.9,2.30078,0
session_003,candidate_09,47334.6,2.72656,0
session_003,candidate_09,47351.2,4.22266,1.13281
session_003,candidate_09,47367.9,3.6875,1.47656
session_003,candidate_09,47384.5,2.72656,1.01953
session_003,candidate_09,47401.2,2.30078,0.992188
session_003,candidate_09,47417.9,1.14062,0.570312
session_003,candidate_09,47434.5,0.824219,0.28125
session_003,candidate_09,47451.2,0.515625,0
session_003,candidate_09,47468,0.515625,0
session_003,candidate_09,47484.5,0.257812,0
session_003,candidate_09,47518,0.484375,0
session_003,candidate_09,47534.7,0.5,0
session_003,candidate_09,47551.3,0.515625,0
session_003,candidate_09,47567.9,0.828125,-0.261719
session_003,candidate_09,47584.6,2.80859,-0.945312
session_003,candidate_09,47601.4,1.875,-0.632812
session_003,candidate_09,47618,1.875,-0.632812
session_003,candidate_09,47634.6,2.29297,-1.30859
session_003,candidate_09,47651.3,2.30078,-1.3125
session_003,candidate_09,47667.9,2.49219,-2.13281
session_003,candidate_09,47684.7,2.03516,-2.09766
session_003,candidate_09,47700.9,1.19531,-1.51562
session_003,candidate_09,47717.4,0.566406,-1.14453
session_003,candidate_09,47734.6,0.515625,-0.523438
session_003,candidate_09,47768,0,-0.507812
session_003,candidate_09,47851.5,-0.238281,-0.242188
session_003,candidate_09,47883.6,-1.33984,0
session_003,candidate_09,47901.3,-0.835938,0
session_003,candidate_09,47918,-0.835938,0
session_003,candidate_09,47934.6,-1.14844,0
session_003,candidate_09,47968,-2.29688,0.570312
session_003,candidate_09,48001.4,-2.29688,0.285156
session_003,candidate_09,48034.6,-3.81641,0.3125
session_003,candidate_09,48051.4,-3.69141,0
session_003,candidate_09,48068,-6.61328,0
session_003,candidate_09,48084.6,-4.23047,0
session_003,candidate_09,48101.2,-3.21484,0
session_003,candidate_09,48118,-2.30859,-0.316406
session_003,candidate_09,48151.3,-1.98047,-0.289062
session_003,candidate_09,48301.4,-0.496094,0
session_003,candidate_09,48317.9,-0.246094,0
session_003,candidate_09,48334.5,-0.835938,0
session_003,candidate_09,48351.3,-0.835938,0
session_003,candidate_09,48384.6,-3.39453,-0.886719
session_003,candidate_09,48418,-5.01172,-1.01953
session_003,candidate_09,48434.3,-2.30859,-0.316406
session_003,candidate_09,48451.3,-1.87891,-0.628906
session_003,candidate_09,48468.5,-2.28906,-0.316406
session_003,candidate_09,48484.6,-1.88281,-0.632812
session_003,candidate_09,48500.7,-3.21484,-0.34375
session_003,candidate_09,48517.9,-6.0625,-1.53125
session_003,candidate_09,48534.6,-3.69531,-0.742188
session_003,candidate_09,48551.2,-3.21484,-0.714844
session_003,candidate_09,48567.9,-2.72266,-0.683594
session_003,candidate_09,48584.5,-2.73047,-0.6875
session_003,candidate_09,48601.2,-3.21484,-0.714844
session_003,candidate_09,48617.9,-3.69531,-0.742188
session_003,candidate_09,48650.3,-6.39062,-1.76172
session_003,candidate_09,48667.9,-1.88281,-0.945312
session_003,candidate_09,48684.6,-1.14844,-0.578125
session_003,candidate_09,48701.2,-1.14844,-0.578125
session_003,candidate_09,48734.6,-2.03906,-2.35156
session_003,candidate_09,48751.2,-1.19531,-1.50391
session_003,candidate_09,48767.8,-0.605469,-1.51562
session_003,candidate_09,48784.7,-0.632812,-1.88281
session_003,candidate_09,48816.8,-0.289062,-1.67188
session_003,candidate_09,48834.6,0,-0.523438
session_003,candidate_09,48851.2,0,-0.523438
session_003,candidate_09,48867.9,0,-0.835938
session_003,candidate_09,48901.2,0,-1.09766
session_003,candidate_09,48934.6,0,-1.03125
session_003,candidate_09,48951.3,0,-0.257812
session_003,candidate_09,48968,0,-0.769531
session_003,candidate_09,48984.6,0,-0.519531
session_003,candidate_09,49017.9,0,-0.503906
session_003,candidate_09,49051.2,-0.238281,0
session_003,candidate_09,49067.8,-0.246094,0
session_003,candidate_09,49084,-0.519531,0
session_003,candidate_09,49100.2,-0.523438,0
session_003,candidate_09,49117.9,-0.523438,-0.261719
session_003,candidate_09,49150.3,-1.04688,-0.261719
session_003,candidate_09,49167.8,-0.523438,-0.261719
session_003,candidate_09,49184.5,-0.523438,-0.261719
session_003,candidate_09,49200.9,-0.523438,-0.261719
session_003,candidate_09,49218,-0.523438,-0.261719
session_003,candidate_09,49234.6,-0.832031,-0.546875
session_003,candidate_09,49267.9,-1.66797,-1.66797
session_003,candidate_09,49284.4,-0.546875,-0.832031
session_003,candidate_09,49318,-0.261719,-1.35938
session_003,candidate_09,49350.9,0,-1.04297
session_003,candidate_09,49368,0.257812,-0.835938
session_003,candidate_09,49384.6,0.515625,-0.523438
session_003,candidate_09,49417,1.03125,-1.04688
session_003,candidate_09,49434.6,0.515625,-1.09766
session_003,candidate_09,49451.2,0.285156,-0.835938
session_003,candidate_09,49467.2,0.539062,-0.832031
session_003,candidate_09,49484.7,0.257812,-0.519531
session_003,candidate_09,49501.2,0.515625,-0.523438
session_003,candidate_09,49517.9,0.242188,0
session_003,candidate_09,49551.2,0.238281,0
session_003,candidate_09,49651.4,0,0.230469
session_003,candidate_09,49683.7,-1.07422,1.34375
session_003,candidate_09,49701.4,-0.550781,0.828125
session_003,candidate_09,49718.1,-0.550781,0.828125
session_003,candidate_09,49734.7,-0.550781,0.828125
session_003,candidate_09,49751.4,-0.574219,1.13672
session_003,candidate_09,49783.8,-0.839844,1.96875
session_003,candidate_09,49801.4,-0.546875,0.824219
session_003,candidate_09,49818.2,-0.550781,0.828125
session_003,candidate_09,49834.8,-0.863281,0.855469
session_003,candidate_09,49851.4,-1.14453,1.13672
session_003,candidate_09,49868.1,-1.96875,1.64844
session_003,candidate_09,49901.4,-5.95312,5.25391
session_003,candidate_09,49934.6,-3.20312,2.90234
session_003,candidate_09,49951.3,-0.835938,0.542969
session_003,candidate_09,49967.9,-0.835938,0.542969
session_003,candidate_09,49983.9,-0.523438,0
session_003,candidate_09,50001,-0.523438,0
session_003,candidate_09,50017.9,-0.523438,0
session_003,candidate_09,50034.6,-0.523438,0
session_003,candidate_09,50067,-1.98047,0
session_003,candidate_09,50083.8,-1.51562,0
session_003,candidate_09,50101.2,-2.30859,0
session_003,candidate_09,50117.9,-2.30859,0
session_003,candidate_09,50134.7,-1.51562,0
session_003,candidate_09,50151.3,-1.14844,-0.578125
session_003,candidate_09,50183.7,-1.04297,-0.523438
session_003,candidate_09,50201.3,-0.261719,-0.261719
session_003,candidate_09,50218.1,0,-0.261719
session_003,candidate_09,50234.1,-0.261719,-0.246094
session_003,candidate_09,50251.4,0,-0.261719
session_003,candidate_09,50268.1,0,-0.246094
session_003,candidate_09,50301.3,-0.242188,0
session_003,candidate_09,50317.9,-0.242188,0
session_003,candidate_09,50351.3,-0.238281,0
session_003,candidate_09,50384.7,-0.238281,0
session_003,candidate_09,50418,-0.242188,0
session_003,candidate_09,50434.7,-0.507812,0
session_003,candidate_09,50467.9,-1.35547,0
session_003,candidate_09,50484.7,-0.523438,0
session_003,candidate_09,50501.3,-0.519531,0
session_003,candidate_09,50518,-0.523438,0
session_003,candidate_09,50568.1,-0.765625,0
session_003,candidate_09,50601.4,-0.238281,0
session_003,candidate_09,50684.8,0,0.230469
session_003,candidate_09,50718.1,0,0.238281
session_003,candidate_09,50734.8,0,0.238281
session_003,candidate_09,50768.1,-0.261719,0.238281
session_003,candidate_09,50817.7,-0.238281,0
session_003,candidate_09,50834.9,-0.242188,0
session_003,candidate_09,50851.6,-0.242188,0
session_003,candidate_09,50884.3,-0.242188,0
session_003,candidate_09,50900.6,-0.242188,0
session_003,candidate_09,50918.2,-0.246094,0
session_003,candidate_09,50950.5,-0.769531,0
session_003,candidate_09,50968.3,-0.550781,-0.835938
session_003,candidate_09,51001.6,-1.67188,-0.8125
session_003,candidate_09,51018.3,-1.51172,-0.601562
session_003,candidate_09,51034.8,-1.51562,-0.316406
session_003,candidate_09,51051.4,-1.51562,-0.289062
session_003,candidate_09,51068,-1.88281,-0.632812
session_003,candidate_09,51084.7,-2.30859,-0.660156
session_003,candidate_09,51118,-5.9375,-1.73828
session_003,candidate_09,51134.8,-2.73438,-1.02734
session_003,candidate_09,51151.4,-2.30859,-0.660156
session_003,candidate_09,51168.1,-1.51562,-0.316406
session_003,candidate_09,51184.7,-0.835938,-0.550781
session_003,candidate_09,51201.5,-0.574219,0
session_003,candidate_09,51218.1,-0.246094,0
session_003,candidate_09,51234.9,-0.246094,0
session_003,candidate_09,51318,-0.234375,0
session_003,candidate_09,51351.2,-0.242188,0
session_003,candidate_09,51518.3,0,-0.234375
session_003,candidate_09,51534.9,0,-0.246094
session_003,candidate_09,51551.6,0,-0.246094
session_003,candidate_09,51568.3,0,-0.246094
session_003,candidate_09,51601.1,0,-0.238281
session_003,candidate_09,51650.7,-0.480469,0
session_003,candidate_09,51668.2,0,-0.242188
session_003,candidate_09,51701.7,-0.261719,-0.242188
session_003,candidate_09,51735.3,-0.238281,-0.238281
session_003,candidate_09,51751.7,-0.242188,0
session_003,candidate_09,51768.1,-0.261719,-0.261719
session_003,candidate_09,51784.9,-0.519531,-0.257812
session_003,candidate_09,51801.4,-0.835938,-0.261719
session_003,candidate_09,51818.2,-0.523438,-0.261719
session_003,candidate_09,51834.9,-0.523438,-0.261719
session_003,candidate_09,51868.2,-0.769531,-0.507812
session_003,candidate_09,51884.8,-0.523438,-0.523438
session_003,candidate_09,51901.5,-0.546875,-0.574219
session_003,candidate_09,51933.8,-0.785156,-0.785156
session_003,candidate_09,51950.5,-0.261719,-0.523438
session_003,candidate_09,51967.2,-0.246094,-0.246094
session_003,candidate_09,51984.7,0,-0.523438
session_003,candidate_09,52000.8,0,-0.835938
session_003,candidate_09,52018.2,0,-0.835938
session_003,candidate_09,52034.9,0,-1.14844
session_003,candidate_09,52051.6,0.570312,-1.14844
session_003,candidate_09,52068.2,0.570312,-1.14844
session_003,candidate_09,52084.9,0.597656,-1.51562
session_003,candidate_09,52101.5,0.652344,-2.30469
session_003,candidate_09,52118,1.07812,-3.21484
session_003,candidate_09,52134.8,1.10547,-3.69531
session_003,candidate_09,52151.4,1.12891,-4.22656
session_003,candidate_09,52168.1,1.35938,-4.09766
session_003,candidate_09,52184.3,0.3125,-0.941406
session_003,candidate_09,52201.5,0.855469,-1.72266
session_003,candidate_09,52218,0,-0.246094
session_003,candidate_09,52234.9,0,-0.257812
session_003,candidate_09,52251.4,0,-0.246094
session_003,candidate_09,52284.9,0.234375,0
session_003,candidate_09,52317.1,0,-0.242188
session_003,candidate_09,52351.5,0,-0.238281
session_003,candidate_09,52368,0.242188,-0.507812
session_003,candidate_09,52384.7,0,-0.261719
session_003,candidate_09,52401.5,0,-0.507812
session_003,candidate_09,52418.1,0,-0.261719
session_003,candidate_09,52434.7,0,-0.507812
session_003,candidate_09,52450.7,0,-0.246094
session_003,candidate_09,52484.9,0,-0.242188
session_003,candidate_09,52517.1,-0.5,0
session_003,candidate_09,52534.8,-0.523438,0
session_003,candidate_09,52551.5,-0.261719,0
session_003,candidate_09,52568.1,-0.507812,0
session_003,candidate_09,52584.7,-0.835938,0
session_003,candidate_09,52618.2,-1.92969,1.05469
session_003,candidate_09,52634.7,-0.835938,0.257812
session_003,candidate_09,52651.3,-0.523438,0.257812
session_003,candidate_09,52667.9,-0.835938,0
session_003,candidate_09,52684.2,-0.832031,0.285156
session_003,candidate_09,52700.4,-0.523438,0
session_003,candidate_09,52717,-0.261719,0.257812
session_003,candidate_09,52734.7,-0.507812,0.242188
session_003,candidate_09,52751.3,-0.261719,0.515625
session_003,candidate_09,52768,0,0.515625
session_003,candidate_09,52817.9,0,2.78516
session_003,candidate_09,52851.3,0,2.64844
session_003,candidate_09,52883.6,0.882812,2.33594
session_003,candidate_09,52900.3,0,0.515625
session_003,candidate_09,52918,0,0.511719
session_003,candidate_09,53018,-0.234375,0
session_003,candidate_09,53034.7,-0.523438,0
session_003,candidate_09,53051.4,-0.523438,-0.261719
session_003,candidate_09,53068,-0.78125,-0.519531
session_003,candidate_09,53084.7,-0.523438,-0.261719
session_003,candidate_09,53101.3,-0.523438,-0.261719
session_003,candidate_09,53134.7,-0.785156,-0.261719
session_003,candidate_09,53168,-0.503906,0
session_003,candidate_09,53184.2,-0.246094,0
