session_id,subject_id,trial_index,pattern,time_ms,offset_x,offset_y,error_px
session_002,candidate_08,1,sinusoidal,6599.94,-9.49825,3.38672,10.084
session_002,candidate_08,1,sinusoidal,6616.54,-9.19386,2.16406,9.44512
session_002,candidate_08,1,sinusoidal,6633.24,-8.07689,1.53125,8.22076
session_002,candidate_08,1,sinusoidal,6649.94,-8.05784,0.308594,8.06375
session_002,candidate_08,1,sinusoidal,6666.54,-8.05636,-0.914062,8.10805
session_002,candidate_08,1,sinusoidal,6683.24,-8.19797,-1.50391,8.33477
session_002,candidate_08,1,sinusoidal,6715.74,-7.00886,-2.76953,7.53621
session_002,candidate_08,1,sinusoidal,6733.24,-6.85637,-2.76953,7.3946
session_002,candidate_08,1,sinusoidal,6749.94,-7.1476,-3.40234,7.91607
session_002,candidate_08,1,sinusoidal,6766.54,-2.0681,-4.58203,5.02713
session_002,candidate_08,1,sinusoidal,6783.24,-2.34735,-5.21484,5.7188
session_002,candidate_08,1,sinusoidal,6799.94,-3.59493,-6.39453,7.33577
session_002,candidate_08,1,sinusoidal,6833.24,-9.63261,-8.04688,12.5515
session_002,candidate_08,1,sinusoidal,6849.94,-12.8825,-8.47656,15.4211
session_002,candidate_08,1,sinusoidal,6883.24,-21.6844,-9.5,23.6741
session_002,candidate_08,1,sinusoidal,6899.94,-27.3789,-10.0117,29.152
session_002,candidate_08,1,sinusoidal,6916.34,-32.0732,-10.0117,33.5995
session_002,candidate_08,1,sinusoidal,6933.24,-36.9623,-10.0117,38.2942
session_002,candidate_08,1,sinusoidal,6966.54,-47.1068,-10.5625,48.2764
session_002,candidate_08,1,sinusoidal,6983.14,-51.9679,-10.5625,53.0305
session_002,candidate_08,1,sinusoidal,7016.64,-59.3074,-10.5625,60.2407
session_002,candidate_08,1,sinusoidal,7033.14,-64.2428,-10.5625,65.1054
session_002,candidate_08,1,sinusoidal,7049.94,-69.7974,-10.5625,70.5921
session_002,candidate_08,1,sinusoidal,7066.54,-74.3212,-10.5625,75.068
session_002,candidate_08,1,sinusoidal,7083.24,-78.4837,-10.1758,79.1406
session_002,candidate_08,1,sinusoidal,7099.84,-81.4947,-9.62891,82.0615
session_002,candidate_08,1,sinusoidal,7116.54,-84.283,-8.69531,84.7304
session_002,candidate_08,1,sinusoidal,7133.24,-87.1076,-8.23047,87.4956
session_002,candidate_08,1,sinusoidal,7166.64,-87.9379,-6.16406,88.1536
session_002,candidate_08,1,sinusoidal,7199.24,-83.7506,-3.9375,83.8431
session_002,candidate_08,1,sinusoidal,7216.54,-75.8655,-1.03906,75.8727
session_002,candidate_08,1,sinusoidal,7233.14,-72.6469,1.23047,72.6573
session_002,candidate_08,1,sinusoidal,7249.94,-68.238,2.99219,68.3035
session_002,candidate_08,1,sinusoidal,7266.54,-63.3979,4.16406,63.5346
session_002,candidate_08,1,sinusoidal,7283.24,-60.0552,5.25781,60.285
session_002,candidate_08,1,sinusoidal,7299.84,-55.5757,5.25781,55.8239
session_002,candidate_08,1,sinusoidal,7316.54,-54.3224,5.25781,54.5763
session_002,candidate_08,1,sinusoidal,7333.24,-50.1879,5.25781,50.4626
session_002,candidate_08,1,sinusoidal,7349.84,-47.7111,5.25781,48
session_002,candidate_08,1,sinusoidal,7366.54,-42.3677,5.25781,42.6927
session_002,candidate_08,1,sinusoidal,7399.74,-38.8705,5.25781,39.2245
session_002,candidate_08,1,sinusoidal,7416.64,-37.5236,5.25781,37.8902
session_002,candidate_08,1,sinusoidal,7433.14,-36.8109,5.25781,37.1845
session_002,candidate_08,1,sinusoidal,7466.54,-35.8083,5.25781,36.1922
session_002,candidate_08,1,sinusoidal,7483.14,-35.589,5.25781,35.9753
session_002,candidate_08,1,sinusoidal,7499.94,-34.9595,5.25781,35.3526
session_002,candidate_08,1,sinusoidal,7516.54,-33.1402,5.25781,33.5547
session_002,candidate_08,1,sinusoidal,7533.04,-30.915,5.25781,31.3589
session_002,candidate_08,1,sinusoidal,7549.94,-27.8261,5.25781,28.3185
session_002,candidate_08,1,sinusoidal,7566.54,-24.3427,5.25781,24.9041
session_002,candidate_08,1,sinusoidal,7599.94,-16.1276,5.25781,16.963
session_002,candidate_08,1,sinusoidal,7616.54,-11.8548,5.25781,12.9684
session_002,candidate_08,1,sinusoidal,7648.94,-2.2895,5.25781,5.73467
session_002,candidate_08,1,sinusoidal,7666.54,2.61756,5.25781,5.87335
session_002,candidate_08,1,sinusoidal,7699.04,12.3414,5.25781,13.4147
session_002,candidate_08,1,sinusoidal,7716.54,17.563,5.25781,18.3331
session_002,candidate_08,1,sinusoidal,7749.84,28.6281,5.25781,29.1069
session_002,candidate_08,1,sinusoidal,7766.54,34.7209,5.48438,35.1514
session_002,candidate_08,1,sinusoidal,7783.24,40.6476,5.73047,41.0495
session_002,candidate_08,1,sinusoidal,7799.84,46.171,5.73047,46.5253
session_002,candidate_08,1,sinusoidal,7816.54,52.0713,5.73047,52.3857
session_002,candidate_08,1,sinusoidal,7833.24,55.2533,5.73047,55.5496
session_002,candidate_08,1,sinusoidal,7849.84,56.6134,5.73047,56.9027
session_002,candidate_08,1,sinusoidal,7883.24,54.5205,6.27734,54.8807
session_002,candidate_08,1,sinusoidal,7916.54,37.3524,7.57422,38.1126
session_002,candidate_08,1,sinusoidal,7933.24,30.653,8.24219,31.7418
session_002,candidate_08,1,sinusoidal,7949.84,21.7547,9.70312,23.8205
session_002,candidate_08,1,sinusoidal,7966.54,13.1579,10.4531,16.8047
session_002,candidate_08,1,sinusoidal,7983.24,4.79472,11.2031,12.186
session_002,candidate_08,1,sinusoidal,7999.84,-3.40857,11.9531,12.4296
session_002,candidate_08,1,sinusoidal,8016.54,-10.1042,11.9531,15.6516
session_002,candidate_08,1,sinusoidal,8033.24,-15.4434,11.9531,19.5288
session_002,candidate_08,1,sinusoidal,8049.84,-17.3476,11.9531,21.067
session_002,candidate_08,1,sinusoidal,8066.54,-19.0176,11.9531,22.4621
session_002,candidate_08,1,sinusoidal,8099.04,-12.6964,11.9531,17.4378
session_002,candidate_08,1,sinusoidal,8116.54,-7.91161,11.9531,14.3343
session_002,candidate_08,1,sinusoidal,8133.14,0.687537,11.4844,11.5049
session_002,candidate_08,1,sinusoidal,8149.94,8.60471,11.1484,14.0829
session_002,candidate_08,1,sinusoidal,8166.54,13.7048,10.25,17.1139
session_002,candidate_08,1,sinusoidal,8183.14,21.6861,10.25,23.9864
session_002,candidate_08,1,sinusoidal,8199.94,29.8674,9.82031,31.4405
session_002,candidate_08,1,sinusoidal,8216.54,37.952,9.42969,39.1059
session_002,candidate_08,1,sinusoidal,8249.84,54.2678,8.21875,54.8866
session_002,candidate_08,1,sinusoidal,8266.54,61.8845,7.35938,62.3206
session_002,candidate_08,1,sinusoidal,8283.14,67.995,6.41797,68.2973
session_002,candidate_08,1,sinusoidal,8299.84,76.1569,5.98828,76.392
session_002,candidate_08,1,sinusoidal,8316.54,83.0188,5.08984,83.1746
session_002,candidate_08,1,sinusoidal,8349.84,94.2347,3.17188,94.288
session_002,candidate_08,1,sinusoidal,8366.54,97.5873,2.70312,97.6248
session_002,candidate_08,1,sinusoidal,8383.24,103.141,2.3125,103.167
session_002,candidate_08,1,sinusoidal,8399.84,108.088,2.3125,108.113
session_002,candidate_08,1,sinusoidal,8416.54,112.227,1.80078,112.241
session_002,candidate_08,1,sinusoidal,8433.24,114.56,1.80078,114.574
session_002,candidate_08,1,sinusoidal,8466.54,114.947,1.80078,114.961
session_002,candidate_08,1,sinusoidal,8483.14,111.816,1.80078,111.83
session_002,candidate_08,1,sinusoidal,8499.84,107.476,2.46875,107.505
session_002,candidate_08,1,sinusoidal,8516.64,101.831,3.84766,101.904
session_002,candidate_08,1,sinusoidal,8533.14,93.3874,4.59766,93.5005
session_002,candidate_08,1,sinusoidal,8549.94,83.9068,6.05469,84.1249
session_002,candidate_08,1,sinusoidal,8583.14,63.468,9.05469,64.1107
session_002,candidate_08,1,sinusoidal,8599.84,41.8111,11.3438,43.3226
session_002,candidate_08,1,sinusoidal,8616.54,30.9783,13.5977,33.8312
session_002,candidate_08,1,sinusoidal,8649.84,8.39077,18.1055,19.9553
session_002,candidate_08,1,sinusoidal,8682.34,-1.02046,19.4844,19.5111
session_002,candidate_08,1,sinusoidal,8699.84,-3.1767,19.4844,19.7416
session_002,candidate_08,1,sinusoidal,8716.54,-2.69305,19.4844,19.6696
session_002,candidate_08,1,sinusoidal,8733.14,-1.16952,19.4844,19.5194
session_002,candidate_08,1,sinusoidal,8749.84,1.29983,19.4844,19.5277
session_002,candidate_08,1,sinusoidal,8783.24,7.34039,18.7891,20.172
session_002,candidate_08,1,sinusoidal,8799.34,10.5664,17.7852,20.6872
session_002,candidate_08,1,sinusoidal,8815.74,14.2945,17.207,22.3699
session_002,candidate_08,1,sinusoidal,8832.34,17.7007,16.6289,24.2866
session_002,candidate_08,1,sinusoidal,8849.94,21.0185,15.8203,26.307
session_002,candidate_08,1,sinusoidal,8866.24,24.1792,15.2812,28.6033
session_002,candidate_08,1,sinusoidal,8883.04,26.7774,14.7422,30.5673
session_002,candidate_08,1,sinusoidal,8899.84,28.8894,13.5156,31.8947
session_002,candidate_08,1,sinusoidal,8916.54,30.2728,12.2891,32.6721
session_002,candidate_08,1,sinusoidal,8933.14,31.2367,11.0625,33.1377
session_002,candidate_08,1,sinusoidal,8966.54,31.9919,8.95312,33.221
session_002,candidate_08,1,sinusoidal,8983.24,31.7284,8.03125,32.7291
session_002,candidate_08,1,sinusoidal,8999.84,30.7444,7.41406,31.6257
session_002,candidate_08,1,sinusoidal,9016.54,29.6519,6.49219,30.3543
session_002,candidate_08,1,sinusoidal,9033.14,27.8438,5.875,28.4569
session_002,candidate_08,1,sinusoidal,9049.84,25.9623,5.02734,26.4445
session_002,candidate_08,1,sinusoidal,9066.54,24.0107,4.75781,24.4775
session_002,candidate_08,1,sinusoidal,9083.14,22.1983,4.50781,22.6514
session_002,candidate_08,1,sinusoidal,9099.84,19.9664,4.50781,20.4689
session_002,candidate_08,1,sinusoidal,9116.54,17.3274,4.50781,17.9042
session_002,candidate_08,1,sinusoidal,9133.24,14.2846,4.50781,14.979
session_002,candidate_08,1,sinusoidal,9166.54,7.02697,4.50781,8.34858
session_002,candidate_08,1,sinusoidal,9183.14,3.31788,4.50781,5.5972
session_002,candidate_08,1,sinusoidal,9199.84,0.0110307,4.50781,4.50783
session_002,candidate_08,1,sinusoidal,9216.54,-2.90285,4.50781,5.36161
session_002,candidate_08,1,sinusoidal,9249.84,-4.51484,4.50781,6.37998
session_002,candidate_08,1,sinusoidal,9266.54,-4.24828,4.50781,6.19421
session_002,candidate_08,1,sinusoidal,9298.94,-1.18707,4.50781,4.66149
session_002,candidate_08,1,sinusoidal,9316.54,4.47164,4.50781,6.34948
session_002,candidate_08,1,sinusoidal,9333.14,5.8353,4.50781,7.37368
session_002,candidate_08,1,sinusoidal,9349.84,7.74991,4.50781,8.96557
session_002,candidate_08,1,sinusoidal,9366.54,9.35457,4.50781,10.384
session_002,candidate_08,1,sinusoidal,9383.14,9.79618,4.50781,10.7836
session_002,candidate_08,1,sinusoidal,9399.84,9.89863,4.50781,10.8767
session_002,candidate_08,1,sinusoidal,9416.54,8.88978,4.50781,9.96738
session_002,candidate_08,1,sinusoidal,9433.14,7.66861,4.50781,8.89539
session_002,candidate_08,1,sinusoidal,9449.84,6.13592,4.50781,7.6138
session_002,candidate_08,1,sinusoidal,9466.54,1.51788,4.50781,4.75651
session_002,candidate_08,1,sinusoidal,9483.14,0.480397,4.50781,4.53334
session_002,candidate_08,1,sinusoidal,9515.64,-5.55377,6.10938,8.25644
session_002,candidate_08,1,sinusoidal,9533.24,-9.54102,7.42578,12.0902
session_002,candidate_08,1,sinusoidal,9549.84,-14.629,7.89062,16.6213
session_002,candidate_08,1,sinusoidal,9566.54,-21.2949,8.31641,22.8612
session_002,candidate_08,1,sinusoidal,9583.14,-28.051,8.31641,29.2578
session_002,candidate_08,1,sinusoidal,9599.84,-35.6025,8.74219,36.6601
session_002,candidate_08,1,sinusoidal,9616.54,-41.2759,9.25,42.2997
session_002,candidate_08,1,sinusoidal,9649.84,-54.7304,10.0586,55.647
session_002,candidate_08,1,sinusoidal,9683.14,-65.608,11.5742,66.6211
session_002,candidate_08,1,sinusoidal,9699.94,-71.1174,11.5742,72.0531
session_002,candidate_08,1,sinusoidal,9716.54,-77.7879,11.9609,78.7021
session_002,candidate_08,1,sinusoidal,9749.84,-82.2209,11.9609,83.0864
session_002,candidate_08,1,sinusoidal,9766.44,-86.9305,11.9609,87.7495
session_002,candidate_08,1,sinusoidal,9783.14,-92.288,11.9609,93.0599
session_002,candidate_08,1,sinusoidal,9799.84,-94.2858,11.9609,95.0415
session_002,candidate_08,1,sinusoidal,9820.34,-102.839,11.9609,103.532
session_002,candidate_08,1,sinusoidal,9849.84,-103.817,11.9609,104.503
session_002,candidate_08,1,sinusoidal,9866.54,-106.638,11.9609,107.307
session_002,candidate_08,1,sinusoidal,9883.24,-110.192,11.9609,110.839
session_002,candidate_08,1,sinusoidal,9899.84,-111.819,11.9609,112.457
session_002,candidate_08,1,sinusoidal,9916.54,-114.301,11.9609,114.925
session_002,candidate_08,1,sinusoidal,9949.84,-116.935,11.9609,117.545
session_002,candidate_08,1,sinusoidal,9966.54,-114.568,11.9609,115.19
session_002,candidate_08,1,sinusoidal,9983.24,-115.492,11.9609,116.11
session_002,candidate_08,1,sinusoidal,9999.84,-117.074,11.9609,117.684
session_002,candidate_08,1,sinusoidal,10016.5,-118.513,11.9609,119.115
session_002,candidate_08,1,sinusoidal,10049,-120.395,11.9609,120.987
session_002,candidate_08,1,sinusoidal,10066.5,-124.017,11.9609,124.592
session_002,candidate_08,1,sinusoidal,10083.2,-126.171,11.9609,126.737
session_002,candidate_08,1,sinusoidal,10099.9,-127.227,11.9609,127.788
session_002,candidate_08,1,sinusoidal,10133.1,-128.398,11.9609,128.954
session_002,candidate_08,1,sinusoidal,10165.6,-120.755,10.7383,121.232
session_002,candidate_08,1,sinusoidal,10183.2,-109.708,9.51562,110.12
session_002,candidate_08,1,sinusoidal,10199.2,-102.926,8.88281,103.309
session_002,candidate_08,1,sinusoidal,10216.5,-94.1195,7.49609,94.4175
session_002,candidate_08,1,sinusoidal,10233.1,-84.6781,6.78125,84.9492
session_002,candidate_08,1,sinusoidal,10249.8,-77.1631,6.10938,77.4046
session_002,candidate_08,1,sinusoidal,10282.3,-63.9165,6.10938,64.2079
session_002,candidate_08,1,sinusoidal,10299,-58.3927,5.51953,58.653
session_002,candidate_08,1,sinusoidal,10315.6,-52.4628,5.51953,52.7523
session_002,candidate_08,1,sinusoidal,10333.1,-48.2024,5.51953,48.5174
session_002,candidate_08,1,sinusoidal,10349.8,-43.3361,5.51953,43.6862
session_002,candidate_08,1,sinusoidal,10382.3,-35.9282,4.57812,36.2187
session_002,candidate_08,1,sinusoidal,10399.8,-33.0926,4.57812,33.4077
session_002,candidate_08,1,sinusoidal,10416.5,-30.0072,4.1875,30.2979
session_002,candidate_08,1,sinusoidal,10433.1,-30.2445,4.1875,30.533
session_002,candidate_08,1,sinusoidal,10449.8,-31.1999,4.1875,31.4797
session_002,candidate_08,1,sinusoidal,10466.5,-32.0075,4.1875,32.2802
session_002,candidate_08,1,sinusoidal,10499.9,-32.6626,4.1875,32.9299
session_002,candidate_08,1,sinusoidal,10516.5,-32.4918,4.1875,32.7605
session_002,candidate_08,1,sinusoidal,10533.1,-31.9103,4.1875,32.1838
session_002,candidate_08,1,sinusoidal,10566.5,-29.499,4.1875,29.7947
session_002,candidate_08,1,sinusoidal,10583.2,-27.6744,4.1875,27.9894
session_002,candidate_08,1,sinusoidal,10599.8,-25.4547,4.1875,25.7968
session_002,candidate_08,1,sinusoidal,10616.5,-22.8157,4.1875,23.1968
session_002,candidate_08,1,sinusoidal,10649.8,-16.3518,4.1875,16.8794
session_002,candidate_08,1,sinusoidal,10666.5,-12.5153,4.1875,13.1972
session_002,candidate_08,1,sinusoidal,10683.2,-8.2875,4.1875,9.28536
session_002,candidate_08,1,sinusoidal,10716.5,0.520036,4.45312,4.48339
session_002,candidate_08,1,sinusoidal,10733.2,5.27312,4.71875,7.07619
session_002,candidate_08,1,sinusoidal,10749.9,10.4682,4.98438,11.5943
session_002,candidate_08,1,sinusoidal,10766.5,15.2991,4.98438,16.0905
session_002,candidate_08,1,sinusoidal,10782.8,20.3602,4.98438,20.9614
session_002,candidate_08,1,sinusoidal,10799,25.2794,5.28906,25.8268
session_002,candidate_08,1,sinusoidal,10816.4,30.1019,5.28906,30.563
session_002,candidate_08,1,sinusoidal,10849,39.2534,5.67578,39.6616
session_002,candidate_08,1,sinusoidal,10866.5,44.0282,5.67578,44.3926
session_002,candidate_08,1,sinusoidal,10883.2,45.165,5.67578,45.5203
session_002,candidate_08,1,sinusoidal,10899.8,47.4178,5.67578,47.7563
session_002,candidate_08,1,sinusoidal,10916.5,48.4188,6.18359,48.8121
session_002,candidate_08,1,sinusoidal,10933.1,47.8861,6.18359,48.2837
session_002,candidate_08,1,sinusoidal,10949.8,47.6649,6.73047,48.1377
session_002,candidate_08,1,sinusoidal,10966.5,46.7751,6.73047,47.2568
session_002,candidate_08,1,sinusoidal,10983.1,44.0665,7.35938,44.6768
session_002,candidate_08,1,sinusoidal,10999.8,39.4821,7.35938,40.1621
session_002,candidate_08,1,sinusoidal,11016.5,36.1848,7.98828,37.0561
session_002,candidate_08,1,sinusoidal,11033.1,30.7818,8.69922,31.9874
session_002,candidate_08,1,sinusoidal,11049.8,24.4649,9.41016,26.2123
session_002,candidate_08,1,sinusoidal,11066.5,18.3183,9.41016,20.594
session_002,candidate_08,1,sinusoidal,11083.1,13.4221,9.41016,16.3922
session_002,candidate_08,1,sinusoidal,11099.8,4.67279,9.41016,10.5065
session_002,candidate_08,1,sinusoidal,11116.5,4.42823,9.41016,10.4
session_002,candidate_08,1,sinusoidal,11133.1,5.64847,9.41016,10.9753
session_002,candidate_08,1,sinusoidal,11149.9,8.51487,9.41016,12.6907
session_002,candidate_08,1,sinusoidal,11166.4,16.4824,9.41016,18.9794
session_002,candidate_08,1,sinusoidal,11183.2,23.0222,9.41016,24.8711
session_002,candidate_08,1,sinusoidal,11215.6,20.1136,9.41016,22.2061
session_002,candidate_08,1,sinusoidal,11232.2,22.219,9.41016,24.1296
session_002,candidate_08,1,sinusoidal,11249.8,25.053,9.41016,26.7619
session_002,candidate_08,1,sinusoidal,11266.5,27.2478,9.41016,28.8269
session_002,candidate_08,1,sinusoidal,11283.1,30.9482,9.99609,32.5225
session_002,candidate_08,1,sinusoidal,11299.8,31.0475,9.99609,32.617
session_002,candidate_08,1,sinusoidal,11316.5,30.0266,9.99609,31.6468
session_002,candidate_08,1,sinusoidal,11333.1,33.7578,9.99609,35.2066
session_002,candidate_08,1,sinusoidal,11349.4,35.4637,10.543,36.9976
session_002,candidate_08,1,sinusoidal,11366.5,36.728,10.543,38.2112
session_002,candidate_08,1,sinusoidal,11383.1,37.5455,11.1289,39.1602
session_002,candidate_08,1,sinusoidal,11399.8,36.3267,11.1289,37.9932
session_002,candidate_08,1,sinusoidal,11416.4,33.8355,11.7578,35.8203
session_002,candidate_08,1,sinusoidal,11433.1,31.2712,12.4258,33.6495
session_002,candidate_08,1,sinusoidal,11449.8,28.5523,13.7227,31.6787
session_002,candidate_08,1,sinusoidal,11466.5,24.5873,14.3906,28.489
session_002,candidate_08,1,sinusoidal,11483.1,20.3781,15.0586,25.3383
session_002,candidate_08,1,sinusoidal,11515.6,14.1825,16.9844,22.1272
session_002,candidate_08,1,sinusoidal,11532.3,10.5076,16.9844,19.9719
session_002,candidate_08,1,sinusoidal,11549.8,1.84123,17.6133,17.7093
session_002,candidate_08,1,sinusoidal,11566.4,0.69466,18.1992,18.2125
session_002,candidate_08,1,sinusoidal,11583.1,-0.64914,18.1992,18.2108
session_002,candidate_08,1,sinusoidal,11599.8,-2.25925,18.1992,18.3389
session_002,candidate_08,1,sinusoidal,11616.5,-4.14667,18.1992,18.6656
session_002,candidate_08,1,sinusoidal,11633.2,-5.40802,18.1992,18.9857
session_002,candidate_08,1,sinusoidal,11649.8,-3.84751,18.1992,18.6015
session_002,candidate_08,1,sinusoidal,11666.4,-5.92355,18.1992,19.139
session_002,candidate_08,1,sinusoidal,11683.2,-3.47547,18.1992,18.5281
session_002,candidate_08,1,sinusoidal,11699.8,-1.95013,17.7305,17.8374
session_002,candidate_08,1,sinusoidal,11716.5,-0.0446094,16.4062,16.4063
session_002,candidate_08,1,sinusoidal,11733.1,2.15079,15.1211,15.2733
session_002,candidate_08,1,sinusoidal,11749.8,5.20608,13.9531,14.8927
session_002,candidate_08,1,sinusoidal,11766.5,8.40967,12.8672,15.3716
session_002,candidate_08,1,sinusoidal,11783.1,10.6801,11.4766,15.6772
session_002,candidate_08,1,sinusoidal,11799.8,14.5132,10.8594,18.1262
session_002,candidate_08,1,sinusoidal,11816.5,18.6545,10.3203,21.319
session_002,candidate_08,1,sinusoidal,11833.1,22.386,9.78125,24.4296
session_002,candidate_08,1,sinusoidal,11849.8,26.0236,9.51172,27.7074
session_002,candidate_08,1,sinusoidal,11866.5,29.5357,9.24219,30.9479
session_002,candidate_08,1,sinusoidal,11883.1,32.6308,9,33.8492
session_002,candidate_08,1,sinusoidal,11899.8,35.3426,9,36.4705
session_002,candidate_08,1,sinusoidal,11916.5,37.6478,9,38.7086
session_002,candidate_08,1,sinusoidal,11948.9,40.9506,9,41.928
session_002,candidate_08,1,sinusoidal,11966.5,42.0934,8.76953,42.9972
session_002,candidate_08,1,sinusoidal,11983.1,42.7491,8.76953,43.6393
session_002,candidate_08,1,sinusoidal,11999.7,42.9942,8.52734,43.8317
session_002,candidate_08,1,sinusoidal,12015.8,43.0776,8.52734,43.9135
session_002,candidate_08,1,sinusoidal,12033.2,42.7414,8.25781,43.5319
session_002,candidate_08,1,sinusoidal,12049.8,42.2591,8.25781,43.0584
session_002,candidate_08,1,sinusoidal,12066.4,41.3876,7.98828,42.1514
session_002,candidate_08,1,sinusoidal,12083.1,40.4405,7.71875,41.1705
session_002,candidate_08,1,sinusoidal,12099.8,39.4273,7.41016,40.1176
session_002,candidate_08,1,sinusoidal,12116.4,39.3913,7.0625,40.0194
session_002,candidate_08,1,sinusoidal,12133.1,39.5228,6.63281,40.0755
session_002,candidate_08,1,sinusoidal,12149.8,40.4338,5.77344,40.8439
session_002,candidate_08,1,sinusoidal,12182.3,40.5526,4.91406,40.8492
session_002,candidate_08,1,sinusoidal,12198.9,39.6677,4.52344,39.9248
session_002,candidate_08,1,sinusoidal,12216.5,38.0972,4.52344,38.3648
session_002,candidate_08,1,sinusoidal,12248.9,33.5377,4.52344,33.8414
session_002,candidate_08,1,sinusoidal,12266.5,30.7517,4.52344,31.0826
session_002,candidate_08,1,sinusoidal,12283.2,27.3993,4.52344,27.7702
session_002,candidate_08,1,sinusoidal,12315.6,19.5946,4.52344,20.11
session_002,candidate_08,1,sinusoidal,12333.1,14.8861,4.52344,15.5582
session_002,candidate_08,1,sinusoidal,12349.7,10.2544,4.52344,11.2078
session_002,candidate_08,1,sinusoidal,12382.3,0.973899,4.52344,4.62709
session_002,candidate_08,1,sinusoidal,12399,-4.00376,4.52344,6.04083
session_002,candidate_08,1,sinusoidal,12415.6,-9.20686,4.52344,10.2581
session_002,candidate_08,1,sinusoidal,12433.1,-14.5931,4.52344,15.2781
session_002,candidate_08,1,sinusoidal,12466.4,-23.6498,4.52344,24.0785
session_002,candidate_08,1,sinusoidal,12483.1,-29.9219,4.52344,30.2619
session_002,candidate_08,1,sinusoidal,12499.8,-36.4156,4.52344,36.6955
session_002,candidate_08,1,sinusoidal,12516.4,-43.0557,4.52344,43.2926
session_002,candidate_08,1,sinusoidal,12533.1,-49.9537,4.91016,50.1944
session_002,candidate_08,1,sinusoidal,12549.7,-55.7124,4.91016,55.9284
session_002,candidate_08,1,sinusoidal,12566.4,-61.5415,4.91016,61.737
session_002,candidate_08,1,sinusoidal,12583.2,-66.7624,4.91016,66.9427
session_002,candidate_08,1,sinusoidal,12599.8,-69.8212,4.91016,69.9937
session_002,candidate_08,1,sinusoidal,12616.2,-73.8676,4.91016,74.0306
session_002,candidate_08,1,sinusoidal,12633.1,-78.3711,4.91016,78.5248
session_002,candidate_08,1,sinusoidal,12649.8,-81.1757,4.91016,81.3241
session_002,candidate_08,1,sinusoidal,12666.4,-83.0839,4.91016,83.2289
session_002,candidate_08,1,sinusoidal,12683.1,-79.8345,4.91016,79.9854
session_002,candidate_08,1,sinusoidal,12716.4,-81.2052,3.73047,81.2908
session_002,candidate_08,1,sinusoidal,12733.1,-79.4063,3.05859,79.4652
session_002,candidate_08,1,sinusoidal,12766.5,-74.7634,1.08203,74.7712
session_002,candidate_08,1,sinusoidal,12783.1,-69.499,0.367188,69.4999
session_002,candidate_08,1,sinusoidal,12799.8,-63.0397,-0.386719,63.0409
session_002,candidate_08,1,sinusoidal,12832.2,-36.7199,-2.26172,36.7895
session_002,candidate_08,1,sinusoidal,12849.8,-32.6331,-3.05469,32.7758
session_002,candidate_08,1,sinusoidal,12866.5,-15.9155,-3.05469,16.206
session_002,candidate_08,1,sinusoidal,12883.1,-9.94789,-3.84766,10.6661
session_002,candidate_08,1,sinusoidal,12899.8,-0.459555,-4.64062,4.66332
session_002,candidate_08,1,sinusoidal,12916.4,23.7035,-4.64062,24.1535
session_002,candidate_08,1,sinusoidal,12933.2,33.3932,-4.64062,33.7141
session_002,candidate_08,1,sinusoidal,12949.8,40.8071,-4.64062,41.0701
session_002,candidate_08,1,sinusoidal,12966.5,47.0846,-4.64062,47.3128
session_002,candidate_08,1,sinusoidal,12983.1,50.2078,-4.64062,50.4218
session_002,candidate_08,1,sinusoidal,13016.4,52.8331,-2.79688,52.9071
session_002,candidate_08,1,sinusoidal,13033.1,52.347,-2.79688,52.4217
session_002,candidate_08,1,sinusoidal,13049.8,50.526,-2.25,50.576
session_002,candidate_08,1,sinusoidal,13066.4,49.4928,-2.25,49.544
session_002,candidate_08,1,sinusoidal,13083.1,45.3288,-1.86328,45.3671
session_002,candidate_08,1,sinusoidal,13115.6,38.6954,-1.4375,38.7221
session_002,candidate_08,1,sinusoidal,13133.1,32.942,-1.4375,32.9734
session_002,candidate_08,1,sinusoidal,13149.8,27.492,-1.09375,27.5138
session_002,candidate_08,1,sinusoidal,13182.3,15.415,-1.09375,15.4537
session_002,candidate_08,1,sinusoidal,13199.8,9.09467,-1.09375,9.1602
session_002,candidate_08,1,sinusoidal,13233.2,-2.16918,-1.09375,2.42933
session_002,candidate_08,1,sinusoidal,13266.3,-11.9244,-0.828125,11.9531
session_002,candidate_08,1,sinusoidal,13283.1,-16.1723,-0.828125,16.1934
session_002,candidate_08,1,sinusoidal,13299.8,-20.357,-0.523438,20.3637
session_002,candidate_08,1,sinusoidal,13316.4,-24.4831,-0.523438,24.4886
session_002,candidate_08,1,sinusoidal,13333.1,-28.2493,-0.257812,28.2505
session_002,candidate_08,1,sinusoidal,13349.8,-31.9104,-0.257812,31.9114
session_002,candidate_08,1,sinusoidal,13366,-35.323,0.0078125,35.323
session_002,candidate_08,1,sinusoidal,13383.1,-38.5175,0.0078125,38.5175
session_002,candidate_08,1,sinusoidal,13415.5,-43.408,0.0078125,43.408
session_002,candidate_08,1,sinusoidal,13433.1,-45.4203,0.0078125,45.4203
session_002,candidate_08,1,sinusoidal,13449.5,-46.8839,0.0078125,46.8839
session_002,candidate_08,1,sinusoidal,13466.5,-47.9801,0.0078125,47.9801
session_002,candidate_08,1,sinusoidal,13499.8,-48.8811,0.0078125,48.8811
session_002,candidate_08,1,sinusoidal,13516.5,-48.941,0.0078125,48.941
